,Date,Year,Month#,Month,Franchise,City,Product,Sales,Profit,Target Profit,Target Sales,Target Status
587,2021-12-01,2021,12,December,M3,Mumbai,Caffe Mocha,41.0,10.0,20.0,30.0,Achieved
588,2022-01-01,2022,1,January,M3,Mumbai,Caffe Mocha,63.0,19.0,30.0,60.0,Achieved
589,2022-02-01,2022,2,February,M3,Mumbai,Caffe Mocha,108.0,19.0,30.0,100.0,Achieved
590,2022-03-01,2022,3,March,M3,Mumbai,Caffe Mocha,176.0,62.0,60.0,160.0,Achieved
591,2022-04-01,2022,4,April,M3,Mumbai,Caffe Mocha,140.0,20.0,20.0,130.0,Achieved
592,2022-05-01,2022,5,May,M3,Mumbai,Caffe Mocha,199.0,84.0,110.0,230.0,Not Achieved
593,2022-06-01,2022,6,June,M3,Mumbai,Caffe Mocha,589.0,220.0,280.0,690.0,Not Achieved
594,2022-07-01,2022,7,July,M3,Mumbai,Caffe Mocha,310.0,87.0,130.0,360.0,Not Achieved
595,2022-08-01,2022,8,August,M3,Mumbai,Caffe Mocha,223.0,17.0,40.0,210.0,Achieved
596,2022-09-01,2022,9,September,M3,Mumbai,Caffe Mocha,98.0,-31.0,0.0,90.0,Achieved
597,2022-10-01,2022,10,October,M3,Mumbai,Caffe Mocha,68.0,-197.0,0.0,60.0,Achieved
598,2022-11-01,2022,11,November,M3,Mumbai,Caffe Mocha,302.0,134.0,120.0,250.0,Achieved
599,2022-12-01,2022,12,December,M3,Mumbai,Caffe Mocha,290.0,26.0,30.0,270.0,Achieved
600,2023-01-01,2023,1,January,M3,Mumbai,Caffe Mocha,58.0,18.0,30.0,60.0,Not Achieved
601,2023-02-01,2023,2,February,M3,Mumbai,Caffe Mocha,108.0,41.0,50.0,120.0,Not Achieved
602,2023-03-01,2023,3,March,M3,Mumbai,Caffe Mocha,182.0,53.0,80.0,210.0,Not Achieved
603,2023-04-01,2023,4,April,M3,Mumbai,Caffe Mocha,149.0,2.0,20.0,140.0,Achieved
604,2023-05-01,2023,5,May,M3,Mumbai,Caffe Mocha,106.0,-7.0,10.0,100.0,Achieved
605,2023-06-01,2023,6,June,M3,Mumbai,Caffe Mocha,151.0,53.0,60.0,120.0,Achieved
606,2023-07-01,2023,7,July,M3,Mumbai,Caffe Mocha,106.0,-8.0,10.0,90.0,Achieved
607,2023-08-01,2023,8,August,M3,Mumbai,Caffe Mocha,50.0,13.0,30.0,40.0,Achieved
608,2023-09-01,2023,9,September,M3,Mumbai,Caffe Mocha,48.0,12.0,20.0,40.0,Achieved
609,2023-10-01,2023,10,October,M3,Mumbai,Caffe Mocha,125.0,28.0,40.0,120.0,Achieved
610,2023-11-01,2023,11,November,M3,Mumbai,Caffe Mocha,159.0,56.0,60.0,150.0,Achieved
611,2023-12-01,2023,12,December,M3,Mumbai,Caffe Mocha,149.0,23.0,30.0,140.0,Achieved
612,2024-01-01,2024,1,January,M3,Mumbai,Caffe Mocha,187.0,79.0,170.0,280.0,Not Achieved
613,2024-02-01,2024,2,February,M3,Mumbai,Caffe Mocha,598.0,224.0,420.0,890.0,Not Achieved
614,2024-03-01,2024,3,March,M3,Mumbai,Caffe Mocha,322.0,92.0,190.0,470.0,Not Achieved
615,2024-04-01,2024,4,April,M3,Mumbai,Caffe Mocha,230.0,18.0,50.0,210.0,Achieved
616,2024-05-01,2024,5,May,M3,Mumbai,Caffe Mocha,116.0,-11.0,30.0,100.0,Achieved
617,2024-06-01,2024,6,June,M3,Mumbai,Caffe Mocha,69.0,-202.0,0.0,50.0,Achieved
618,2024-07-01,2024,7,July,M3,Mumbai,Caffe Mocha,302.0,133.0,100.0,190.0,Achieved
619,2024-08-01,2024,8,August,M3,Mumbai,Caffe Mocha,298.0,27.0,50.0,270.0,Achieved
620,2024-09-01,2024,9,September,M3,Mumbai,Caffe Mocha,58.0,18.0,50.0,70.0,Not Achieved
621,2024-10-01,2024,10,October,M3,Mumbai,Caffe Mocha,99.0,36.0,90.0,140.0,Not Achieved
622,2024-11-01,2024,11,November,M3,Mumbai,Caffe Mocha,174.0,48.0,120.0,250.0,Not Achieved
623,2024-12-01,2024,12,December,M3,Mumbai,Caffe Mocha,144.0,1.0,40.0,130.0,Achieved
624,2025-01-01,2025,1,January,M3,Mumbai,Caffe Mocha,109.0,-7.0,30.0,90.0,Achieved
625,2025-02-01,2025,2,February,M3,Mumbai,Caffe Mocha,159.0,58.0,70.0,100.0,Achieved
626,2025-03-01,2025,3,March,M3,Mumbai,Caffe Mocha,109.0,-6.0,10.0,60.0,Achieved
627,2025-04-01,2025,4,April,M3,Mumbai,Caffe Mocha,53.0,15.0,30.0,30.0,Achieved
628,2025-05-01,2025,5,May,M3,Mumbai,Caffe Mocha,52.0,14.0,20.0,30.0,Achieved
629,2025-06-01,2025,6,June,M3,Mumbai,Caffe Mocha,123.0,27.0,60.0,100.0,Achieved
630,2025-07-01,2025,7,July,M3,Mumbai,Caffe Mocha,236.0,87.0,110.0,210.0,Achieved
631,2025-08-01,2025,8,August,M3,Mumbai,Caffe Mocha,126.0,16.0,50.0,110.0,Achieved
632,2025-09-01,2025,9,September,M3,Mumbai,Caffe Mocha,123.0,48.0,70.0,150.0,Not Achieved
633,2025-10-01,2025,10,October,M3,Mumbai,Caffe Mocha,532.0,196.0,290.0,680.0,Not Achieved
634,2025-11-01,2025,11,November,M3,Mumbai,Caffe Mocha,363.0,107.0,170.0,460.0,Not Achieved
635,2025-12-01,2025,12,December,M3,Mumbai,Caffe Mocha,224.0,15.0,20.0,210.0,Achieved
636,2026-01-01,2026,1,January,M3,Mumbai,Caffe Mocha,120.0,-8.0,0.0,110.0,Achieved
637,2026-02-01,2026,2,February,M3,Mumbai,Caffe Mocha,61.0,-202.0,0.0,50.0,Achieved
638,2026-03-01,2026,3,March,M3,Mumbai,Caffe Mocha,290.0,127.0,100.0,220.0,Achieved
639,2026-04-01,2026,4,April,M3,Mumbai,Caffe Mocha,289.0,26.0,40.0,280.0,Achieved
640,2026-05-01,2026,5,May,M3,Mumbai,Caffe Mocha,56.0,16.0,40.0,70.0,Not Achieved
641,2026-06-01,2026,6,June,M3,Mumbai,Caffe Mocha,132.0,51.0,80.0,160.0,Not Achieved
642,2026-07-01,2026,7,July,M3,Mumbai,Caffe Mocha,164.0,45.0,70.0,200.0,Not Achieved
643,2026-08-01,2026,8,August,M3,Mumbai,Caffe Mocha,147.0,2.0,10.0,140.0,Achieved
644,2026-09-01,2026,9,September,M3,Mumbai,Caffe Mocha,106.0,-8.0,10.0,100.0,Achieved
645,2026-10-01,2026,10,October,M3,Mumbai,Caffe Mocha,141.0,49.0,30.0,100.0,Achieved
646,2026-11-01,2026,11,November,M3,Mumbai,Caffe Mocha,106.0,-7.0,0.0,80.0,Achieved
647,2026-12-01,2026,12,December,M3,Mumbai,Caffe Mocha,80.0,29.0,30.0,60.0,Achieved
648,2021-01-01,2021,1,January,B1,Banglore,Caffe Mocha,39.0,9.0,10.0,30.0,Achieved
649,2021-02-01,2021,2,February,B1,Banglore,Caffe Mocha,138.0,33.0,50.0,130.0,Achieved
650,2021-03-01,2021,3,March,B1,Banglore,Caffe Mocha,231.0,85.0,90.0,220.0,Achieved
651,2021-04-01,2021,4,April,B1,Banglore,Caffe Mocha,121.0,13.0,20.0,110.0,Achieved
652,2021-05-01,2021,5,May,B1,Banglore,Caffe Mocha,133.0,53.0,90.0,170.0,Not Achieved
653,2021-06-01,2021,6,June,B1,Banglore,Caffe Mocha,576.0,216.0,320.0,730.0,Not Achieved
654,2021-07-01,2021,7,July,B1,Banglore,Caffe Mocha,306.0,87.0,140.0,390.0,Not Achieved
655,2021-08-01,2021,8,August,B1,Banglore,Caffe Mocha,250.0,21.0,30.0,240.0,Achieved
656,2021-09-01,2021,9,September,B1,Banglore,Caffe Mocha,99.0,-20.0,0.0,90.0,Achieved
657,2021-10-01,2021,10,October,B1,Banglore,Caffe Mocha,66.0,-224.0,0.0,60.0,Achieved
658,2021-11-01,2021,11,November,B1,Banglore,Caffe Mocha,302.0,133.0,110.0,230.0,Achieved
659,2021-12-01,2021,12,December,B1,Banglore,Caffe Mocha,322.0,31.0,40.0,310.0,Achieved
660,2022-01-01,2022,1,January,B1,Banglore,Caffe Mocha,58.0,17.0,40.0,70.0,Not Achieved
661,2022-02-01,2022,2,February,B1,Banglore,Caffe Mocha,123.0,48.0,70.0,150.0,Not Achieved
662,2022-03-01,2022,3,March,B1,Banglore,Caffe Mocha,176.0,50.0,80.0,220.0,Not Achieved
663,2022-04-01,2022,4,April,B1,Banglore,Caffe Mocha,131.0,-2.0,10.0,120.0,Achieved
664,2022-05-01,2022,5,May,B1,Banglore,Caffe Mocha,118.0,-4.0,10.0,110.0,Achieved
665,2022-06-01,2022,6,June,B1,Banglore,Caffe Mocha,107.0,31.0,20.0,80.0,Achieved
666,2022-07-01,2022,7,July,B1,Banglore,Caffe Mocha,118.0,-5.0,10.0,90.0,Achieved
667,2022-08-01,2022,8,August,B1,Banglore,Caffe Mocha,73.0,24.0,20.0,50.0,Achieved
668,2022-09-01,2022,9,September,B1,Banglore,Caffe Mocha,41.0,10.0,10.0,30.0,Achieved
669,2022-10-01,2022,10,October,B1,Banglore,Caffe Mocha,127.0,28.0,40.0,120.0,Achieved
670,2022-11-01,2022,11,November,B1,Banglore,Caffe Mocha,214.0,77.0,70.0,200.0,Achieved
671,2022-12-01,2022,12,December,B1,Banglore,Caffe Mocha,145.0,23.0,30.0,140.0,Achieved
672,2023-01-01,2023,1,January,B1,Banglore,Caffe Mocha,150.0,84.0,70.0,150.0,Achieved
673,2023-02-01,2023,2,February,B1,Banglore,Caffe Mocha,611.0,316.0,260.0,640.0,Not Achieved
674,2023-03-01,2023,3,March,B1,Banglore,Caffe Mocha,382.0,154.0,140.0,400.0,Not Achieved
675,2023-04-01,2023,4,April,B1,Banglore,Caffe Mocha,213.0,14.0,30.0,180.0,Achieved
676,2023-05-01,2023,5,May,B1,Banglore,Caffe Mocha,141.0,-36.0,0.0,120.0,Achieved
677,2023-06-01,2023,6,June,B1,Banglore,Caffe Mocha,68.0,-268.0,0.0,50.0,Achieved
678,2023-07-01,2023,7,July,B1,Banglore,Caffe Mocha,245.0,148.0,90.0,180.0,Achieved
679,2023-08-01,2023,8,August,B1,Banglore,Caffe Mocha,280.0,26.0,20.0,240.0,Achieved
680,2023-09-01,2023,9,September,B1,Banglore,Caffe Mocha,48.0,17.0,30.0,50.0,Not Achieved
681,2023-10-01,2023,10,October,B1,Banglore,Caffe Mocha,138.0,75.0,70.0,140.0,Not Achieved
682,2023-11-01,2023,11,November,B1,Banglore,Caffe Mocha,168.0,59.0,50.0,170.0,Not Achieved
683,2023-12-01,2023,12,December,B1,Banglore,Caffe Mocha,201.0,11.0,20.0,170.0,Achieved
684,2024-01-01,2024,1,January,B1,Banglore,Caffe Mocha,101.0,-16.0,0.0,80.0,Achieved
685,2024-02-01,2024,2,February,B1,Banglore,Caffe Mocha,201.0,109.0,80.0,150.0,Achieved
686,2024-03-01,2024,3,March,B1,Banglore,Caffe Mocha,101.0,-16.0,0.0,70.0,Achieved
687,2024-04-01,2024,4,April,B1,Banglore,Caffe Mocha,90.0,44.0,40.0,60.0,Achieved
688,2024-05-01,2024,5,May,B1,Banglore,Caffe Mocha,50.0,16.0,20.0,40.0,Achieved
689,2024-06-01,2024,6,June,B1,Banglore,Caffe Mocha,157.0,51.0,50.0,130.0,Achieved
690,2024-07-01,2024,7,July,B1,Banglore,Caffe Mocha,125.0,53.0,40.0,100.0,Achieved
691,2024-08-01,2024,8,August,B1,Banglore,Caffe Mocha,134.0,20.0,20.0,110.0,Achieved
692,2024-09-01,2024,9,September,B1,Banglore,Caffe Mocha,201.0,119.0,110.0,220.0,Not Achieved
693,2024-10-01,2024,10,October,B1,Banglore,Caffe Mocha,581.0,298.0,260.0,640.0,Not Achieved
694,2024-11-01,2024,11,November,B1,Banglore,Caffe Mocha,362.0,145.0,140.0,400.0,Not Achieved
695,2024-12-01,2024,12,December,B1,Banglore,Caffe Mocha,234.0,24.0,40.0,210.0,Achieved
696,2025-01-01,2025,1,January,B1,Banglore,Caffe Mocha,136.0,-6.0,10.0,120.0,Achieved
697,2025-02-01,2025,2,February,B1,Banglore,Caffe Mocha,65.0,-301.0,0.0,50.0,Achieved
698,2025-03-01,2025,3,March,B1,Banglore,Caffe Mocha,259.0,157.0,100.0,200.0,Achieved
699,2025-04-01,2025,4,April,B1,Banglore,Caffe Mocha,309.0,39.0,30.0,270.0,Achieved
700,2025-05-01,2025,5,May,B1,Banglore,Caffe Mocha,50.0,16.0,20.0,50.0,Achieved
701,2025-06-01,2025,6,June,B1,Banglore,Caffe Mocha,131.0,71.0,70.0,140.0,Not Achieved
702,2025-07-01,2025,7,July,B1,Banglore,Caffe Mocha,164.0,62.0,60.0,180.0,Not Achieved
703,2025-08-01,2025,8,August,B1,Banglore,Caffe Mocha,165.0,4.0,20.0,150.0,Achieved
704,2025-09-01,2025,9,September,B1,Banglore,Caffe Mocha,111.0,-10.0,10.0,100.0,Achieved
705,2025-10-01,2025,10,October,B1,Banglore,Caffe Mocha,185.0,96.0,70.0,140.0,Achieved
706,2025-11-01,2025,11,November,B1,Banglore,Caffe Mocha,111.0,-10.0,0.0,80.0,Achieved
707,2025-12-01,2025,12,December,B1,Banglore,Caffe Mocha,60.0,25.0,30.0,40.0,Achieved
708,2026-01-01,2026,1,January,B1,Banglore,Caffe Mocha,48.0,15.0,20.0,40.0,Achieved
709,2026-02-01,2026,2,February,B1,Banglore,Caffe Mocha,149.0,49.0,50.0,130.0,Achieved
710,2026-03-01,2026,3,March,B1,Banglore,Caffe Mocha,119.0,52.0,40.0,100.0,Achieved
711,2026-04-01,2026,4,April,B1,Banglore,Caffe Mocha,126.0,18.0,20.0,110.0,Achieved
712,2026-05-01,2026,5,May,B1,Banglore,Caffe Mocha,211.0,125.0,110.0,230.0,Not Achieved
713,2026-06-01,2026,6,June,B1,Banglore,Caffe Mocha,604.0,313.0,260.0,660.0,Not Achieved
714,2026-07-01,2026,7,July,B1,Banglore,Caffe Mocha,346.0,140.0,130.0,380.0,Not Achieved
715,2026-08-01,2026,8,August,B1,Banglore,Caffe Mocha,242.0,25.0,30.0,220.0,Achieved
716,2026-09-01,2026,9,September,B1,Banglore,Caffe Mocha,133.0,-6.0,20.0,120.0,Achieved
717,2026-10-01,2026,10,October,B1,Banglore,Caffe Mocha,67.0,-309.0,0.0,60.0,Achieved
718,2026-11-01,2026,11,November,B1,Banglore,Caffe Mocha,227.0,135.0,90.0,180.0,Achieved
719,2026-12-01,2026,12,December,B1,Banglore,Caffe Mocha,318.0,40.0,30.0,280.0,Achieved
720,2021-01-01,2021,1,January,B2,Banglore,Caffe Mocha,44.0,13.0,20.0,40.0,Achieved
721,2021-02-01,2021,2,February,B2,Banglore,Caffe Mocha,129.0,70.0,70.0,140.0,Not Achieved
722,2021-03-01,2021,3,March,B2,Banglore,Caffe Mocha,165.0,61.0,60.0,180.0,Not Achieved
723,2021-04-01,2021,4,April,B2,Banglore,Caffe Mocha,160.0,0.0,10.0,140.0,Achieved
724,2021-05-01,2021,5,May,B2,Banglore,Caffe Mocha,114.0,-10.0,10.0,100.0,Achieved
725,2021-06-01,2021,6,June,B2,Banglore,Caffe Mocha,178.0,93.0,70.0,140.0,Achieved
726,2021-07-01,2021,7,July,B2,Banglore,Caffe Mocha,114.0,-10.0,10.0,90.0,Achieved
727,2021-08-01,2021,8,August,B2,Banglore,Caffe Mocha,56.0,22.0,30.0,40.0,Achieved
728,2021-09-01,2021,9,September,B2,Banglore,Caffe Mocha,48.0,15.0,20.0,40.0,Achieved
729,2021-10-01,2021,10,October,B2,Banglore,Caffe Mocha,143.0,47.0,40.0,120.0,Achieved
730,2021-11-01,2021,11,November,B2,Banglore,Caffe Mocha,117.0,50.0,40.0,100.0,Achieved
731,2021-12-01,2021,12,December,B2,Banglore,Caffe Mocha,128.0,18.0,20.0,110.0,Achieved
732,2022-01-01,2022,1,January,B2,Banglore,Caffe Mocha,211.0,125.0,110.0,230.0,Not Achieved
733,2022-02-01,2022,2,February,B2,Banglore,Caffe Mocha,626.0,326.0,280.0,690.0,Not Achieved
734,2022-03-01,2022,3,March,B2,Banglore,Caffe Mocha,346.0,138.0,130.0,380.0,Not Achieved
735,2022-04-01,2022,4,April,B2,Banglore,Caffe Mocha,242.0,25.0,30.0,220.0,Achieved
736,2022-05-01,2022,5,May,B2,Banglore,Caffe Mocha,125.0,-18.0,10.0,110.0,Achieved
737,2022-06-01,2022,6,June,B2,Banglore,Caffe Mocha,70.0,-304.0,0.0,60.0,Achieved
738,2022-07-01,2022,7,July,B2,Banglore,Caffe Mocha,238.0,142.0,100.0,190.0,Achieved
739,2022-08-01,2022,8,August,B2,Banglore,Caffe Mocha,318.0,39.0,30.0,280.0,Achieved
740,2022-09-01,2022,9,September,B2,Banglore,Caffe Mocha,46.0,15.0,30.0,50.0,Not Achieved
741,2022-10-01,2022,10,October,B2,Banglore,Caffe Mocha,123.0,64.0,60.0,130.0,Not Achieved
742,2022-11-01,2022,11,November,B2,Banglore,Caffe Mocha,161.0,58.0,50.0,170.0,Not Achieved
743,2022-12-01,2022,12,December,B2,Banglore,Caffe Mocha,160.0,0.0,10.0,140.0,Achieved
744,2023-01-01,2023,1,January,B2,Banglore,Caffe Mocha,114.0,-9.0,10.0,100.0,Achieved
745,2023-02-01,2023,2,February,B2,Banglore,Caffe Mocha,142.0,67.0,50.0,110.0,Achieved
746,2023-03-01,2023,3,March,B2,Banglore,Caffe Mocha,114.0,-9.0,10.0,90.0,Achieved
747,2023-04-01,2023,4,April,B2,Banglore,Caffe Mocha,56.0,24.0,30.0,40.0,Achieved
748,2023-05-01,2023,5,May,B2,Banglore,Caffe Mocha,50.0,16.0,20.0,40.0,Achieved
749,2023-06-01,2023,6,June,B2,Banglore,Caffe Mocha,137.0,42.0,40.0,120.0,Achieved
750,2023-07-01,2023,7,July,B2,Banglore,Caffe Mocha,127.0,55.0,50.0,110.0,Achieved
751,2023-08-01,2023,8,August,B2,Banglore,Caffe Mocha,135.0,22.0,30.0,120.0,Achieved
752,2023-09-01,2023,9,September,B2,Banglore,Caffe Mocha,208.0,121.0,120.0,240.0,Not Achieved
753,2023-10-01,2023,10,October,B2,Banglore,Caffe Mocha,607.0,317.0,300.0,720.0,Not Achieved
754,2023-11-01,2023,11,November,B2,Banglore,Caffe Mocha,295.0,116.0,120.0,350.0,Not Achieved
755,2023-12-01,2023,12,December,B2,Banglore,Caffe Mocha,219.0,23.0,40.0,210.0,Achieved
756,2024-01-01,2024,1,January,B2,Banglore,Caffe Mocha,113.0,-22.0,0.0,110.0,Achieved
757,2024-02-01,2024,2,February,B2,Banglore,Caffe Mocha,68.0,-269.0,0.0,60.0,Achieved
758,2024-03-01,2024,3,March,B2,Banglore,Caffe Mocha,254.0,155.0,120.0,220.0,Achieved
759,2024-04-01,2024,4,April,B2,Banglore,Caffe Mocha,286.0,35.0,30.0,270.0,Achieved
760,2024-05-01,2024,5,May,B2,Banglore,Caffe Mocha,49.0,17.0,20.0,50.0,Not Achieved
761,2024-06-01,2024,6,June,B2,Banglore,Caffe Mocha,108.0,57.0,50.0,120.0,Not Achieved
762,2024-07-01,2024,7,July,B2,Banglore,Caffe Mocha,168.0,65.0,70.0,200.0,Not Achieved
763,2024-08-01,2024,8,August,B2,Banglore,Caffe Mocha,153.0,4.0,20.0,150.0,Achieved
764,2024-09-01,2024,9,September,B2,Banglore,Caffe Mocha,103.0,-10.0,10.0,100.0,Achieved
765,2024-10-01,2024,10,October,B2,Banglore,Caffe Mocha,129.0,61.0,50.0,110.0,Achieved
766,2024-11-01,2024,11,November,B2,Banglore,Caffe Mocha,103.0,-10.0,0.0,80.0,Achieved
767,2024-12-01,2024,12,December,B2,Banglore,Caffe Mocha,49.0,18.0,30.0,40.0,Achieved
768,2025-01-01,2025,1,January,B2,Banglore,Caffe Mocha,49.0,18.0,20.0,40.0,Achieved
769,2025-02-01,2025,2,February,B2,Banglore,Caffe Mocha,122.0,37.0,40.0,110.0,Achieved
770,2025-03-01,2025,3,March,B2,Banglore,Caffe Mocha,110.0,50.0,40.0,100.0,Achieved
771,2025-04-01,2025,4,April,B2,Banglore,Caffe Mocha,129.0,22.0,20.0,120.0,Achieved
772,2025-05-01,2025,5,May,B2,Banglore,Caffe Mocha,228.0,137.0,140.0,270.0,Not Achieved
773,2025-06-01,2025,6,June,B2,Banglore,Caffe Mocha,628.0,333.0,300.0,740.0,Not Achieved
774,2025-07-01,2025,7,July,B2,Banglore,Caffe Mocha,295.0,115.0,120.0,350.0,Not Achieved
775,2025-08-01,2025,8,August,B2,Banglore,Caffe Mocha,262.0,35.0,40.0,250.0,Achieved
776,2025-09-01,2025,9,September,B2,Banglore,Caffe Mocha,110.0,-4.0,10.0,100.0,Achieved
777,2025-10-01,2025,10,October,B2,Banglore,Caffe Mocha,71.0,-326.0,0.0,70.0,Achieved
778,2025-11-01,2025,11,November,B2,Banglore,Caffe Mocha,274.0,166.0,120.0,230.0,Achieved
779,2025-12-01,2025,12,December,B2,Banglore,Caffe Mocha,342.0,50.0,50.0,330.0,Achieved
780,2026-01-01,2026,1,January,B2,Banglore,Caffe Mocha,53.0,21.0,30.0,60.0,Not Achieved
781,2026-02-01,2026,2,February,B2,Banglore,Caffe Mocha,91.0,46.0,40.0,100.0,Not Achieved
782,2026-03-01,2026,3,March,B2,Banglore,Caffe Mocha,175.0,69.0,70.0,200.0,Not Achieved
783,2026-04-01,2026,4,April,B2,Banglore,Caffe Mocha,127.0,-3.0,10.0,120.0,Achieved
784,2026-05-01,2026,5,May,B2,Banglore,Caffe Mocha,124.0,-6.0,20.0,120.0,Achieved
785,2026-06-01,2026,6,June,B2,Banglore,Caffe Mocha,124.0,57.0,40.0,100.0,Achieved
786,2026-07-01,2026,7,July,B2,Banglore,Caffe Mocha,124.0,-4.0,0.0,100.0,Achieved
787,2026-08-01,2026,8,August,B2,Banglore,Caffe Mocha,44.0,14.0,20.0,30.0,Achieved
788,2026-09-01,2026,9,September,B2,Banglore,Caffe Mocha,57.0,25.0,20.0,50.0,Achieved
789,2026-10-01,2026,10,October,B2,Banglore,Caffe Mocha,117.0,33.0,40.0,110.0,Achieved
790,2026-11-01,2026,11,November,B2,Banglore,Caffe Mocha,110.0,48.0,40.0,100.0,Achieved
791,2026-12-01,2026,12,December,B2,Banglore,Caffe Mocha,132.0,25.0,20.0,120.0,Achieved
792,2021-01-01,2021,1,January,H1,Hyderabad,Caffe Mocha,228.0,135.0,140.0,270.0,Not Achieved
793,2021-02-01,2021,2,February,H1,Hyderabad,Caffe Mocha,672.0,357.0,340.0,800.0,Not Achieved
794,2021-03-01,2021,3,March,H1,Hyderabad,Caffe Mocha,288.0,112.0,120.0,340.0,Not Achieved
795,2021-04-01,2021,4,April,H1,Hyderabad,Caffe Mocha,294.0,44.0,60.0,290.0,Achieved
796,2021-05-01,2021,5,May,H1,Hyderabad,Caffe Mocha,110.0,10.0,20.0,100.0,Achieved
797,2021-06-01,2021,6,June,H1,Hyderabad,Caffe Mocha,76.0,-367.0,0.0,70.0,Achieved
798,2021-07-01,2021,7,July,H1,Hyderabad,Caffe Mocha,254.0,155.0,120.0,220.0,Achieved
799,2021-08-01,2021,8,August,H1,Hyderabad,Caffe Mocha,384.0,62.0,60.0,370.0,Achieved
800,2021-09-01,2021,9,September,H1,Hyderabad,Caffe Mocha,49.0,18.0,20.0,50.0,Not Achieved
801,2021-10-01,2021,10,October,H1,Hyderabad,Caffe Mocha,86.0,44.0,40.0,100.0,Not Achieved
802,2021-11-01,2021,11,November,H1,Hyderabad,Caffe Mocha,187.0,77.0,90.0,220.0,Not Achieved
803,2021-12-01,2021,12,December,H1,Hyderabad,Caffe Mocha,112.0,-7.0,20.0,110.0,Achieved
804,2022-01-01,2022,1,January,H1,Hyderabad,Caffe Mocha,140.0,-1.0,10.0,130.0,Achieved
805,2022-02-01,2022,2,February,H1,Hyderabad,Caffe Mocha,103.0,41.0,30.0,80.0,Achieved
806,2022-03-01,2022,3,March,H1,Hyderabad,Caffe Mocha,140.0,-1.0,0.0,120.0,Achieved
807,2022-04-01,2022,4,April,H1,Hyderabad,Caffe Mocha,44.0,12.0,20.0,30.0,Achieved
808,2022-05-01,2022,5,May,H1,Hyderabad,Caffe Mocha,60.0,23.0,20.0,50.0,Achieved
809,2022-06-01,2022,6,June,H1,Hyderabad,Caffe Mocha,109.0,28.0,30.0,100.0,Achieved
810,2022-07-01,2022,7,July,H1,Hyderabad,Caffe Mocha,105.0,44.0,40.0,100.0,Achieved
811,2022-08-01,2022,8,August,H1,Hyderabad,Caffe Mocha,132.0,25.0,20.0,120.0,Achieved
812,2022-09-01,2022,9,September,H1,Hyderabad,Caffe Mocha,243.0,145.0,130.0,280.0,Not Achieved
813,2022-10-01,2022,10,October,H1,Hyderabad,Caffe Mocha,681.0,362.0,340.0,810.0,Not Achieved
814,2022-11-01,2022,11,November,H1,Hyderabad,Caffe Mocha,288.0,112.0,120.0,340.0,Not Achieved
815,2022-12-01,2022,12,December,H1,Hyderabad,Caffe Mocha,314.0,48.0,60.0,310.0,Achieved
816,2023-01-01,2023,1,January,H1,Hyderabad,Caffe Mocha,104.0,8.0,20.0,100.0,Achieved
817,2023-02-01,2023,2,February,H1,Hyderabad,Caffe Mocha,77.0,-392.0,0.0,70.0,Achieved
818,2023-03-01,2023,3,March,H1,Hyderabad,Caffe Mocha,298.0,184.0,120.0,250.0,Achieved
819,2023-04-01,2023,4,April,H1,Hyderabad,Caffe Mocha,408.0,69.0,60.0,390.0,Achieved
820,2023-05-01,2023,5,May,H1,Hyderabad,Caffe Mocha,57.0,25.0,30.0,60.0,Not Achieved
821,2023-06-01,2023,6,June,H1,Hyderabad,Caffe Mocha,82.0,40.0,40.0,90.0,Not Achieved
822,2023-07-01,2023,7,July,H1,Hyderabad,Caffe Mocha,224.0,97.0,100.0,260.0,Not Achieved
823,2023-08-01,2023,8,August,H1,Hyderabad,Caffe Mocha,104.0,-11.0,10.0,100.0,Achieved
824,2023-09-01,2023,9,September,H1,Hyderabad,Caffe Mocha,150.0,1.0,10.0,140.0,Achieved
825,2023-10-01,2023,10,October,H1,Hyderabad,Caffe Mocha,125.0,57.0,40.0,100.0,Achieved
826,2023-11-01,2023,11,November,H1,Hyderabad,Caffe Mocha,150.0,3.0,0.0,120.0,Achieved
827,2023-12-01,2023,12,December,H1,Hyderabad,Caffe Mocha,41.0,14.0,20.0,30.0,Achieved
828,2024-01-01,2024,1,January,H1,Hyderabad,Caffe Mocha,62.0,26.0,30.0,60.0,Achieved
829,2024-02-01,2024,2,February,H1,Hyderabad,Caffe Mocha,107.0,26.0,30.0,100.0,Achieved
830,2024-03-01,2024,3,March,H1,Hyderabad,Caffe Mocha,174.0,86.0,60.0,160.0,Achieved
831,2024-04-01,2024,4,April,H1,Hyderabad,Caffe Mocha,139.0,28.0,20.0,130.0,Achieved
832,2024-05-01,2024,5,May,H1,Hyderabad,Caffe Mocha,212.0,125.0,110.0,230.0,Not Achieved
833,2024-06-01,2024,6,June,H1,Hyderabad,Caffe Mocha,628.0,326.0,280.0,690.0,Not Achieved
834,2024-07-01,2024,7,July,H1,Hyderabad,Caffe Mocha,330.0,129.0,130.0,360.0,Not Achieved
835,2024-08-01,2024,8,August,H1,Hyderabad,Caffe Mocha,238.0,25.0,40.0,210.0,Achieved
836,2024-09-01,2024,9,September,H1,Hyderabad,Caffe Mocha,104.0,-46.0,0.0,90.0,Achieved
837,2024-10-01,2024,10,October,H1,Hyderabad,Caffe Mocha,72.0,-292.0,0.0,60.0,Achieved
